sample,decay,suu_mass,chi_mass,th_code,pt_cut,ak_radius,ca_radius,filename,status,error,n_events,n_valid_events,reconstruction_efficiency,reconstruction_efficiency_err,f_low_event,f_low_event_err,f_low_chi,f_peak_chi,f_peak_event_both,f_peak_event_both_all,off_peak_event_fraction,off_peak_event_fraction_err,median_mass,q16_mass,q84_mass,median_mass_response,q16_mass_response,q84_mass_response,robust_resolution,median_mass_asymmetry,balanced_score
HtHt_4000_1000,HtHt,4000,1000,85,100,0.6,0.4,/eos/uscms/store/user/aji/rootfiles_existingOptimization/HtHt_4000_1000_pt100_ak6_ca4_th85.root,ok,,1000,1000,1.0,0.0,0.013,0.003582038525755969,0.008,0.667,0.633,0.633,0.367,0.015241751867813621,1045.140879203892,858.165132800946,1501.8233840802914,1.0451408792038919,0.8581651328009461,1.5018233840802915,0.30792894244536434,0.0002723180540958401,0.6794430303657535
HtHt_4000_1000,HtHt,4000,1000,85,120,0.6,0.4,/eos/uscms/store/user/aji/rootfiles_existingOptimization/HtHt_4000_1000_pt120_ak6_ca4_th85.root,ok,,1000,1000,1.0,0.0,0.03,0.005394441583704471,0.019,0.677,0.626,0.626,0.374,0.015301111070768685,990.9674260125861,807.6038905919805,1440.2504835506713,0.990967426012586,0.8076038905919806,1.4402504835506713,0.31920655328919745,0.0007767786879222113,0.6941098106879389
HtHt_4000_1000,HtHt,4000,1000,85,140,0.6,0.4,/eos/uscms/store/user/aji/rootfiles_existingOptimization/HtHt_4000_1000_pt140_ak6_ca4_th85.root,ok,,1000,1000,1.0,0.0,0.046,0.006624499981130651,0.0305,0.672,0.599,0.599,0.401,0.015498354751392161,954.4318328174411,750.4046607209478,1373.6030539989374,0.954431832817441,0.7504046607209479,1.3736030539989375,0.3264761148202356,0.0025526781283548043,0.7320329315384915
HtHt_4000_1000,HtHt,4000,1000,85,140,0.8,0.6,/eos/uscms/store/user/aji/rootfiles_existingOptimization/HtHt_4000_1000_pt140_ak8_ca6_th85.root,ok,,1000,1000,1.0,0.0,0.037,0.005969170796685248,0.0225,0.636,0.561,0.561,0.43899999999999995,0.015693278816104682,1037.8215590066209,867.6070228032289,1549.7856172056654,1.0378215590066209,0.867607022803229,1.5497856172056652,0.3286589050315172,0.007711157093949539,0.7714410609321792
HtHt_4000_1000,HtHt,4000,1000,85,120,0.8,0.6,/eos/uscms/store/user/aji/rootfiles_existingOptimization/HtHt_4000_1000_pt120_ak8_ca6_th85.root,ok,,1000,1000,1.0,0.0,0.021,0.004534203347888138,0.011,0.621,0.562,0.562,0.43799999999999994,0.01568935945155187,1072.1490433680383,898.2952834761385,1605.719386756977,1.072149043368038,0.8982952834761384,1.6057193867569768,0.329909403760947,0.00469855386465289,0.7751243080977508
HtHt_4000_1000,HtHt,4000,1000,85,160,0.8,0.6,/eos/uscms/store/user/aji/rootfiles_existingOptimization/HtHt_4000_1000_pt160_ak8_ca6_th85.root,ok,,1000,1000,1.0,0.0,0.05,0.006892024376045111,0.032,0.64,0.551,0.551,0.44899999999999995,0.015728922404284407,1019.561026673096,831.2016475733229,1508.30881472849,1.0195610266730961,0.8312016475733229,1.50830881472849,0.33205818457214786,0.012256959132416515,0.7830142872394574
HtHt_4000_1000,HtHt,4000,1000,85,160,0.6,0.4,/eos/uscms/store/user/aji/rootfiles_existingOptimization/HtHt_4000_1000_pt160_ak6_ca4_th85.root,ok,,1000,1000,1.0,0.0,0.073,0.008226238508577295,0.0515,0.6495,0.559,0.559,0.44099999999999995,0.015700923539715746,937.6691570228377,680.7755108561232,1340.5917390223099,0.9376691570228377,0.6807755108561232,1.3405917390223099,0.3518385046710651,0.00909965724991145,0.7990715889687813
HtHt_4000_1000,HtHt,4000,1000,85,100,0.8,0.6,/eos/uscms/store/user/aji/rootfiles_existingOptimization/HtHt_4000_1000_pt100_ak8_ca6_th85.root,ok,,1000,1000,1.0,0.0,0.008,0.0028170906978654416,0.004,0.5735,0.531,0.531,0.469,0.01578096955196353,1141.8790013535533,934.5891254921394,1709.1779571591048,1.1418790013535534,0.9345891254921393,1.7091779571591048,0.3391729030610022,0.001733266671846963,0.8223608031963574
HtHt_4000_1000,HtHt,4000,1000,85,180,1.0,0.8,/eos/uscms/store/user/aji/rootfiles_existingOptimization/HtHt_4000_1000_pt180_ak10_ca8_th85.root,ok,,1000,1000,1.0,0.0,0.034,0.005730968504537431,0.021,0.5985,0.504,0.504,0.496,0.01581088232832058,1103.3946863218455,914.8244814991349,1623.9757530413399,1.1033946863218456,0.914824481499135,1.62397575304134,0.32134977643682205,0.0217262423143147,0.8276892450690067
HtHt_4000_1000,HtHt,4000,1000,85,180,0.8,0.6,/eos/uscms/store/user/aji/rootfiles_existingOptimization/HtHt_4000_1000_pt180_ak8_ca6_th85.root,ok,,1000,1000,1.0,0.0,0.066,0.007851369307324678,0.0455,0.632,0.525,0.525,0.475,0.015791611697353755,1006.5554150695109,771.7250364262779,1485.6371113450266,1.0065554150695109,0.771725036426278,1.4856371113450264,0.35463128220786877,0.0180453782116729,0.8302868237148198
