sample,decay,suu_mass,chi_mass,th_code,pt_cut,ak_radius,ca_radius,filename,status,error,n_events,n_valid_events,reconstruction_efficiency,reconstruction_efficiency_err,f_low_event,f_low_event_err,f_low_chi,f_peak_chi,f_peak_event_both,f_peak_event_both_all,off_peak_event_fraction,off_peak_event_fraction_err,median_mass,q16_mass,q84_mass,median_mass_response,q16_mass_response,q84_mass_response,robust_resolution,median_mass_asymmetry,balanced_score
WbZt_4000_1000,WbZt,4000,1000,85,100,0.6,0.4,/eos/uscms/store/user/aji/rootfiles_existingOptimization/WbZt_4000_1000_pt100_ak6_ca4_th85.root,ok,,1000,1000,1.0,0.0,0.017,0.004087909000944126,0.0105,0.6425,0.598,0.598,0.402,0.015504708962118573,1063.6755791538626,897.9385063659263,1566.347349018337,1.0636755791538626,0.8979385063659262,1.566347349018337,0.3141977007614106,0.00043107840843148513,0.7225652586767969
WbZt_4000_1000,WbZt,4000,1000,85,120,0.6,0.4,/eos/uscms/store/user/aji/rootfiles_existingOptimization/WbZt_4000_1000_pt120_ak6_ca4_th85.root,ok,,1000,1000,1.0,0.0,0.035,0.005811626278418116,0.021,0.648,0.584,0.584,0.41600000000000004,0.015586660963785668,1023.2252576707776,848.9184550357119,1510.48308663107,1.0232252576707777,0.848918455035712,1.5104830866310701,0.32327418944940484,0.0016534971543365907,0.7415967152164826
WbZt_4000_1000,WbZt,4000,1000,85,140,0.6,0.4,/eos/uscms/store/user/aji/rootfiles_existingOptimization/WbZt_4000_1000_pt140_ak6_ca4_th85.root,ok,,1000,1000,1.0,0.0,0.054,0.007147307185227175,0.035,0.6455,0.562,0.562,0.43799999999999994,0.01568935945155187,996.9037954469932,797.8322359417753,1458.267031861247,0.9969037954469933,0.7978322359417752,1.4582670318612472,0.33124299402599083,0.00827088911372898,0.7695526144812914
WbZt_4000_1000,WbZt,4000,1000,85,140,0.8,0.6,/eos/uscms/store/user/aji/rootfiles_existingOptimization/WbZt_4000_1000_pt140_ak8_ca6_th85.root,ok,,1000,1000,1.0,0.0,0.029,0.005306505441436953,0.0175,0.616,0.538,0.538,0.46199999999999997,0.015765658882520576,1089.0642551747562,911.900801540248,1669.6649483506835,1.0890642551747562,0.911900801540248,1.6696649483506836,0.347896895527455,0.009993394822100259,0.8188033210449306
WbZt_4000_1000,WbZt,4000,1000,85,120,0.8,0.6,/eos/uscms/store/user/aji/rootfiles_existingOptimization/WbZt_4000_1000_pt120_ak8_ca6_th85.root,ok,,1000,1000,1.0,0.0,0.018,0.004204283529925164,0.0105,0.5955,0.539,0.539,0.46099999999999997,0.015763216676808068,1123.8323561563925,945.9110888581048,1732.0840313598305,1.1238323561563925,0.9459110888581047,1.7320840313598307,0.3497732282733467,0.005010409088659112,0.8231564638889859
WbZt_4000_1000,WbZt,4000,1000,85,160,0.8,0.6,/eos/uscms/store/user/aji/rootfiles_existingOptimization/WbZt_4000_1000_pt160_ak8_ca6_th85.root,ok,,1000,1000,1.0,0.0,0.044,0.006485676526007136,0.0265,0.618,0.523,0.523,0.477,0.01579465099329517,1065.2264879367194,884.1806551450477,1607.8208677056502,1.0652264879367195,0.8841806551450477,1.6078208677056502,0.3396649542400371,0.013245126661095783,0.8231876030337091
WbZt_4000_1000,WbZt,4000,1000,85,160,0.6,0.4,/eos/uscms/store/user/aji/rootfiles_existingOptimization/WbZt_4000_1000_pt160_ak6_ca4_th85.root,ok,,1000,1000,1.0,0.0,0.08,0.008579044235810887,0.0535,0.626,0.52,0.52,0.48,0.0157987341265052,982.8467889404396,718.5799162934636,1430.6025889314903,0.9828467889404398,0.7185799162934636,1.4306025889314904,0.362224652229685,0.01632267495356657,0.843939973335641
WbZt_4000_1000,WbZt,4000,1000,85,100,0.6,1.4,/eos/uscms/store/user/aji/rootfiles_existingOptimization/WbZt_4000_1000_pt100_ak6_ca14_th85.root,ok,,1000,1000,1.0,0.0,0.118,0.01020176455325254,0.061,0.6435,0.488,0.488,0.512,0.01580683396509244,993.3731736499806,775.1498843920358,1467.9048201388132,0.9933731736499807,0.7751498843920358,1.4679048201388132,0.34868816378509965,0.09966622406925532,0.8613508464201016
WbZt_4000_1000,WbZt,4000,1000,85,100,0.6,0.6,/eos/uscms/store/user/aji/rootfiles_existingOptimization/WbZt_4000_1000_pt100_ak6_ca6_th85.root,ok,,1000,1000,1.0,0.0,0.06,0.007509993342207435,0.032,0.604,0.518,0.518,0.482,0.01580113919943749,1032.9819568622966,859.3658595860446,1638.3500388594146,1.0329819568622964,0.8593658595860446,1.6383500388594145,0.37705604347608845,0.0495044068050426,0.862354239162318
WbZt_4000_1000,WbZt,4000,1000,85,180,0.8,0.6,/eos/uscms/store/user/aji/rootfiles_existingOptimization/WbZt_4000_1000_pt180_ak8_ca6_th85.root,ok,,1000,1000,1.0,0.0,0.06,0.007509993342207435,0.04,0.6075,0.497,0.497,0.503,0.01581110369329099,1051.9921389274953,821.5599823232026,1574.7258332414767,1.0519921389274953,0.8215599823232026,1.5747258332414766,0.3579712352632814,0.017695710307137708,0.8661704491560309
