pt_cut,ak_radius,ca_radius,filename,status,error,n_events,n_valid_events,reconstruction_efficiency,reconstruction_efficiency_err,f_low_event,f_low_event_err,f_low_event_all,f_low_chi,f_peak_chi,f_peak_event_both,median_mass,q16_mass,q84_mass,robust_resolution,median_mass_asymmetry,balanced_score
100,0.6,0.4,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut100_ak6_ca4.root,ok,,1000,1000,1.0,0.0,0.01,0.003146426544510455,0.01,0.0055,0.486,0.436,1073.005224784107,929.7439657175287,1586.9031431612964,0.3062236614812341,0.00043100306827348073,0.3235241839596448
120,0.6,0.4,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut120_ak6_ca4.root,ok,,1000,1000,1.0,0.0,0.02,0.004427188724235731,0.02,0.0125,0.504,0.44,1043.8215774744879,916.2707972502652,1565.3809044037441,0.3109296268448445,0.0007267723037952243,0.33531178459229327
140,0.6,0.4,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut140_ak6_ca4.root,ok,,1000,1000,1.0,0.0,0.032,0.005565608681896348,0.032,0.0195,0.529,0.453,1025.8002763527961,903.557977248717,1528.5899208863718,0.30465576879153233,0.0011519086378883807,0.33923579642681195
160,0.6,0.4,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut160_ak6_ca4.root,ok,,1000,1000,1.0,0.0,0.043,0.006414904519944158,0.043,0.0265,0.5415,0.448,1016.4257117689754,880.8371316927058,1483.1148479775482,0.2962723735297119,0.003722719120682342,0.34091494470660944
140,0.8,0.6,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut140_ak8_ca6.root,ok,,1000,1000,1.0,0.0,0.023,0.004740358636221525,0.023,0.014,0.418,0.348,1115.1315866866648,969.7926081004383,1686.1215652016585,0.3211858428428222,0.005629014768041736,0.3556990015114887
180,1.0,0.8,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut180_ak10_ca8.root,ok,,1000,1000,1.0,0.0,0.028,0.005216895628628198,0.028,0.0165,0.266,0.189,1188.311723102015,1006.3712036398872,1741.2038689288534,0.30919187743546384,0.018137885416061178,0.35602304974566534
120,0.8,0.6,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut120_ak8_ca6.root,ok,,1000,1000,1.0,0.0,0.013,0.003582038525755969,0.013,0.0065,0.3935,0.331,1151.4393872153303,983.5899521447617,1749.287526214502,0.33249582330231137,0.0035853151401622914,0.3606397620238444
200,1.0,0.8,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut200_ak10_ca8.root,ok,,1000,1000,1.0,0.0,0.04,0.0061967733539318665,0.04,0.0235,0.2665,0.177,1168.2922923130034,979.4876429167625,1694.9291609817012,0.30619114872721465,0.021170256396060162,0.363020377958515
160,0.8,0.6,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut160_ak8_ca6.root,ok,,1000,1000,1.0,0.0,0.033,0.005648982209212559,0.033,0.0195,0.434,0.35,1094.6711846858475,951.3518788230127,1661.3090002947893,0.3242787109973679,0.009357191258124294,0.36674582946595263
180,0.6,0.4,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut180_ak6_ca4.root,ok,,1000,1000,1.0,0.0,0.059,0.007451107300260815,0.059,0.0365,0.5465,0.437,1006.464625736028,833.1496945066913,1460.9381839374516,0.3118780697193696,0.010342513763208293,0.3715245322929724
100,0.8,0.6,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut100_ak8_ca6.root,ok,,1000,1000,1.0,0.0,0.009,0.002986469487538756,0.009,0.0045,0.36,0.31,1209.2442067626284,998.8014917145405,1836.7377637490827,0.3464710714959112,0.0018658631369586078,0.37639549217217405
160,1.0,0.8,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut160_ak10_ca8.root,ok,,1000,1000,1.0,0.0,0.021,0.004534203347888138,0.021,0.012,0.2585,0.187,1207.779433558822,1021.2337616945073,1833.0301793954354,0.33606981338840275,0.014034125223417723,0.37784775674428495
220,1.0,0.8,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut220_ak10_ca8.root,ok,,1000,1000,1.0,0.0,0.048,0.006759881655768835,0.048,0.028,0.274,0.178,1155.571527169599,953.2822884360129,1680.4338014402706,0.31462851753768434,0.023266967115791355,0.3781856702546442
180,0.8,0.6,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut180_ak8_ca6.root,ok,,1000,1000,1.0,0.0,0.049,0.006826346021115542,0.049,0.0295,0.4485,0.353,1080.3570744999683,931.6750388349316,1628.1690949496915,0.3223443769445971,0.012258721748562323,0.3793800843945939
220,1.2,1.0,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut220_ak12_ca10.root,ok,,1000,1000,1.0,0.0,0.03,0.005394441583704471,0.03,0.0165,0.1675,0.083,1272.1397252785232,984.0249533452651,1812.5665491704228,0.32564881803520296,0.03593118084888376,0.3828627905630553
200,1.2,1.0,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut200_ak12_ca10.root,ok,,1000,1000,1.0,0.0,0.022,0.0046385342512479085,0.022,0.012,0.16,0.084,1293.2251962989167,1022.4207795460642,1882.0779058559428,0.3323694623218496,0.031639729111511666,0.38369198195174126
240,1.4,1.2,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut240_ak14_ca12.root,ok,,1000,1000,1.0,0.0,0.004,0.001995995991979944,0.004,0.0025,0.156,0.06,1300.6496283831775,975.1588087113596,1895.2954314867602,0.35372194121148975,0.058560962100185215,0.38778690404980753
140,1.0,0.8,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut140_ak10_ca8.root,ok,,1000,1000,1.0,0.0,0.013,0.003582038525755969,0.013,0.0065,0.246,0.185,1233.3699841469002,1035.2873208032945,1906.955750457565,0.3533685920924969,0.010778121970969128,0.3897055905071869
260,1.4,1.2,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut260_ak14_ca12.root,ok,,1000,1000,1.0,0.0,0.008,0.0028170906978654416,0.008,0.0055,0.161,0.063,1273.719793173665,909.8363965904921,1816.0120612508497,0.3557201786126304,0.06299790691849139,0.3910921579299969
200,1.2,1.6,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut200_ak12_ca16.root,ok,,1000,1000,1.0,0.0,0.058,0.007391616873188166,0.058,0.03,0.208,0.071,1222.999448097569,940.2699785392842,1702.340355115609,0.3115579396874462,0.10076224851055701,0.39185788449720316
200,0.8,0.6,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut200_ak8_ca6.root,ok,,1000,1000,1.0,0.0,0.067,0.007906389820898032,0.067,0.04,0.452,0.342,1071.9956177472325,904.6861525210082,1588.6625195390718,0.3190201320297465,0.015931239322954455,0.39321969380446975
300,1.6,1.4,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut300_ak16_ca14.root,ok,,1000,1000,1.0,0.0,0.004,0.001995995991979944,0.004,0.002,0.1455,0.043,1279.6103443249015,908.5412523548227,1834.4655720455762,0.3617993257858719,0.08262969636434277,0.393760360218362
180,1.0,1.4,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut180_ak10_ca14.root,ok,,1000,1000,1.0,0.0,0.101,0.009528850927577786,0.101,0.053,0.3115,0.156,1140.4910997793945,939.3497377217764,1578.3972627201333,0.2801633108412543,0.08027224158919072,0.3952124208191937
240,1.2,1.0,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut240_ak12_ca10.root,ok,,1000,1000,1.0,0.0,0.035,0.005811626278418116,0.035,0.02,0.1725,0.078,1254.7167763805505,940.1779917404125,1781.2581319192086,0.33516732860025933,0.042462886134643774,0.3956390062383144
200,1.2,1.4,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut200_ak12_ca14.root,ok,,1000,1000,1.0,0.0,0.051,0.00695693898205238,0.051,0.0265,0.2025,0.073,1243.0103208362268,959.8961515739717,1759.319567009799,0.3215674890366238,0.08721917731602666,0.3968685211202465
240,1.0,0.8,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut240_ak10_ca8.root,ok,,1000,1000,1.0,0.0,0.06,0.007509993342207435,0.06,0.037,0.273,0.167,1144.581444317785,905.7922862985401,1644.5093745434312,0.32270184525191004,0.02808876442327004,0.39715998968368854
200,0.6,0.4,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut200_ak6_ca4.root,ok,,1000,1000,1.0,0.0,0.08,0.008579044235810887,0.08,0.051,0.541,0.42,996.5035931760353,772.8533184783048,1408.2120609143935,0.3187940047516972,0.016512786017907215,0.3991436454340937
180,1.2,1.0,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut180_ak12_ca10.root,ok,,1000,1000,1.0,0.0,0.018,0.004204283529925164,0.018,0.0095,0.158,0.087,1313.2502290155767,1041.1269491185806,1966.8062457527876,0.352438277253568,0.028319219715878124,0.4017633001551257
220,1.4,1.2,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut220_ak14_ca12.root,ok,,1000,1000,1.0,0.0,0.002,0.0014127986409959489,0.002,0.001,0.147,0.058,1326.592916193049,1006.8088521651138,1985.3626102960127,0.3688221707602189,0.052777693650018595,0.4034814623795238
280,1.6,1.4,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut280_ak16_ca14.root,ok,,1000,1000,1.0,0.0,0.004,0.001995995991979944,0.004,0.002,0.1405,0.043,1301.7788750031511,969.2086891174621,1932.08647417149,0.36983154495101833,0.07897282733373912,0.4040094324513335
360,1.6,1.4,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut360_ak16_ca14.root,ok,,1000,1000,1.0,0.0,0.006,0.002442130217658346,0.006,0.004,0.1575,0.044,1236.1263847819334,778.6496445155236,1708.2550001336758,0.376015497712293,0.09266983070428789,0.4056281361904863
380,1.6,1.4,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut380_ak16_ca14.root,ok,,1000,1000,1.0,0.0,0.008,0.0028170906978654416,0.008,0.0055,0.162,0.045,1222.0862608567147,741.9522803500241,1662.4607625675849,0.3766135467279781,0.09310726112233916,0.4068221728136496
320,1.6,1.4,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut320_ak16_ca14.root,ok,,1000,1000,1.0,0.0,0.005,0.0022304708023195463,0.005,0.0025,0.15,0.042,1260.5415317346838,849.5227122003081,1797.4081854694186,0.3759834362477077,0.08801203276126186,0.40703758942117607
200,1.2,1.2,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut200_ak12_ca12.root,ok,,1000,1000,1.0,0.0,0.043,0.006414904519944158,0.043,0.0225,0.187,0.073,1263.4040454571193,986.3771872283152,1841.1611288300473,0.3382860553103809,0.07135169234800728,0.40762645985609286
340,1.6,1.4,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut340_ak16_ca14.root,ok,,1000,1000,1.0,0.0,0.006,0.002442130217658346,0.006,0.0035,0.1525,0.042,1250.625732381829,812.4742730699294,1754.6092430342862,0.37666543457811774,0.09026480133295668,0.40772800781630064
100,0.6,1.4,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut100_ak6_ca14.root,ok,,1000,1000,1.0,0.0,0.1,0.009486832980505138,0.1,0.0505,0.5115,0.353,1011.6006422703759,843.5129082271131,1465.171209342108,0.3072646828889819,0.0833377829603607,0.4084247471160195
220,1.2,1.6,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut220_ak12_ca16.root,ok,,1000,1000,1.0,0.0,0.068,0.007960904471226871,0.068,0.0355,0.207,0.067,1208.3257071940695,868.6015116002053,1642.918891168125,0.320409213740065,0.10810508446444927,0.40924178445947196
220,1.2,1.4,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut220_ak12_ca14.root,ok,,1000,1000,1.0,0.0,0.062,0.007626008130076967,0.062,0.0325,0.206,0.071,1218.334014956034,894.3350765632415,1689.3523724901243,0.32627230552845254,0.0921685180093049,0.41010570702405597
220,1.2,1.2,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut220_ak12_ca12.root,ok,,1000,1000,1.0,0.0,0.054,0.007147307185227175,0.054,0.0285,0.1915,0.071,1241.0637430815386,933.6649620988916,1760.469381630582,0.33310312388900754,0.07630586900091985,0.4112094981971614
100,0.6,1.2,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut100_ak6_ca12.root,ok,,1000,1000,1.0,0.0,0.086,0.008865889690267977,0.086,0.0435,0.4885,0.35,1027.4749408917498,869.3925012445793,1536.8496505481041,0.32480458780057253,0.070160359554853,0.4135520818897475
260,1.6,1.4,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut260_ak16_ca14.root,ok,,1000,1000,1.0,0.0,0.004,0.001995995991979944,0.004,0.002,0.136,0.042,1326.1525905487676,1009.8563923166028,2011.8611974878213,0.3777863921212055,0.07591259689001818,0.4144016511760823
280,1.4,1.2,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut280_ak14_ca12.root,ok,,1000,1000,1.0,0.0,0.012,0.003443254274665175,0.012,0.0075,0.164,0.059,1248.105455884574,824.5045539741818,1769.9947728481304,0.3787701649793078,0.07126312165849069,0.41558071056776524
160,1.0,1.4,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut160_ak10_ca14.root,ok,,1000,1000,1.0,0.0,0.087,0.00891240708226459,0.087,0.045,0.302,0.154,1155.556309956195,953.8779967446128,1678.2772837471875,0.3134417945543629,0.08002998208654394,0.41599742554998237
180,1.2,1.4,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut180_ak12_ca14.root,ok,,1000,1000,1.0,0.0,0.043,0.006414904519944158,0.043,0.022,0.199,0.074,1258.5501684594037,997.0239060820821,1874.6009699179435,0.34864603963706386,0.08218229788999959,0.41750105648300423
180,1.0,1.6,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut180_ak10_ca16.root,ok,,1000,1000,1.0,0.0,0.126,0.010493998284733994,0.126,0.0655,0.317,0.153,1130.4594657159196,910.8683794131545,1542.8631634906435,0.27953005094138733,0.09404517694837783,0.4185759975129793
180,1.2,1.6,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut180_ak12_ca16.root,ok,,1000,1000,1.0,0.0,0.05,0.006892024376045111,0.05,0.0255,0.2035,0.07,1243.690978334991,980.1878447652028,1838.5881507091133,0.34510192680383756,0.0987218661466333,0.41947102463733665
220,1.4,1.4,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut220_ak14_ca14.root,ok,,1000,1000,1.0,0.0,0.011,0.003298332912245215,0.011,0.0055,0.1675,0.053,1288.4013184067023,965.3508042823845,1944.6847889502785,0.38005781687610524,0.0996576899800907,0.4198979487167755
180,1.2,1.2,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut180_ak12_ca12.root,ok,,1000,1000,1.0,0.0,0.034,0.005730968504537431,0.034,0.0175,0.1835,0.074,1285.383157395679,1010.4795173048377,1929.709705679448,0.3575704968147657,0.06849176392188387,0.42010881255433363
180,1.0,1.2,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut180_ak10_ca12.root,ok,,1000,1000,1.0,0.0,0.09,0.009049861877399014,0.09,0.0475,0.286,0.152,1162.6419934878415,958.2193118056987,1689.4897985907792,0.3144865276160042,0.0673123518791097,0.4207507269647884
100,0.6,0.6,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut100_ak6_ca6.root,ok,,1000,1000,1.0,0.0,0.049,0.006826346021115542,0.049,0.025,0.471,0.366,1060.6438493956548,908.9831324705564,1685.2491390417902,0.3659409362593971,0.043013803066367165,0.4210053211989626
220,0.8,0.6,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut220_ak8_ca6.root,ok,,1000,1000,1.0,0.0,0.082,0.008676174272108648,0.082,0.0495,0.458,0.33,1060.3461929681357,851.6487760655175,1558.7822695226562,0.3334446325863258,0.020519661158347503,0.4214792518831394
100,0.8,0.8,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut100_ak8_ca8.root,ok,,1000,1000,1.0,0.0,0.036,0.005891010100144117,0.036,0.018,0.3595,0.257,1232.7484667590043,979.4199375274353,1873.4402644492677,0.3626126298385446,0.03853328146996949,0.421887476514445
240,1.4,1.4,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut240_ak14_ca14.root,ok,,1000,1000,1.0,0.0,0.013,0.003582038525755969,0.013,0.007,0.1745,0.056,1259.5877053707309,900.535238783242,1865.5340139798245,0.38306136646219374,0.10582255687129757,0.4220201369992668
380,1.6,1.6,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut380_ak16_ca16.root,ok,,1000,1000,1.0,0.0,0.009,0.002986469487538756,0.009,0.006,0.1585,0.038,1205.0656636161198,692.568526254342,1639.2254693613893,0.3927823070928565,0.1443143567419739,0.42228887345446847
200,1.0,1.4,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut200_ak10_ca14.root,ok,,1000,1000,1.0,0.0,0.134,0.010772372069326236,0.134,0.0705,0.3125,0.15,1126.9013571130754,879.4501051703141,1501.0802574310578,0.27581391589289217,0.08514854916923206,0.4225040516041997
360,1.6,1.6,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut360_ak16_ca16.root,ok,,1000,1000,1.0,0.0,0.007,0.0026364749192814255,0.007,0.0045,0.156,0.037,1217.58715044734,719.0204803741162,1678.9458837095226,0.3941916613454449,0.142593710022926,0.4229503763901789
100,0.4,0.4,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut100_ak4_ca4.root,ok,,1000,1000,1.0,0.0,0.065,0.007795832219846705,0.065,0.0345,0.4935,0.378,984.9960194360935,843.1685128463066,1545.577993776328,0.35655447690648945,0.042952959230493484,0.4230548749628801
320,1.6,1.6,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut320_ak16_ca16.root,ok,,1000,1000,1.0,0.0,0.006,0.002442130217658346,0.006,0.003,0.15,0.035,1245.1667893596714,786.9006053470889,1769.2633114604293,0.3944703289984636,0.14031555496211714,0.4249870079344308
300,1.6,1.6,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut300_ak16_ca16.root,ok,,1000,1000,1.0,0.0,0.004,0.001995995991979944,0.004,0.002,0.1455,0.035,1261.3961920985016,816.8404405371826,1813.1905727811359,0.3949394086034108,0.13001202420746993,0.42507902781326096
220,1.4,1.6,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut220_ak14_ca16.root,ok,,1000,1000,1.0,0.0,0.012,0.003443254274665175,0.012,0.006,0.1705,0.052,1272.4258143252368,947.1256071182528,1929.9155223969003,0.3861875105857616,0.1156167360065806,0.4254300920182853
120,0.8,1.4,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut120_ak8_ca14.root,ok,,1000,1000,1.0,0.0,0.096,0.009315793041926168,0.096,0.048,0.4385,0.274,1084.542721741585,908.0908569240532,1606.3213834393198,0.3219008862066914,0.08039759565238692,0.42635515838084986
340,1.6,1.6,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut340_ak16_ca16.root,ok,,1000,1000,1.0,0.0,0.007,0.0026364749192814255,0.007,0.004,0.152,0.035,1232.1699683156162,741.425631247998,1720.2233838778204,0.3971845515630627,0.14153343525919948,0.4274015483946243
140,1.0,1.4,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut140_ak10_ca14.root,ok,,1000,1000,1.0,0.0,0.064,0.007739767438366608,0.064,0.032,0.2925,0.152,1173.9286396806579,972.0371067971001,1786.2429199095336,0.3467867575553488,0.07784998352487257,0.4281796215234146
260,1.2,1.0,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut260_ak12_ca10.root,ok,,1000,1000,1.0,0.0,0.043,0.006414904519944158,0.043,0.026,0.1735,0.072,1235.0008974492985,854.6760493246206,1749.3585667107473,0.36221937944901644,0.05012535252734876,0.4287194691939463
100,0.4,0.6,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut100_ak4_ca6.root,ok,,1000,1000,1.0,0.0,0.07,0.008068457101577725,0.07,0.037,0.5035,0.38,977.9773039752711,834.9639991180264,1532.433068072248,0.3565875537802141,0.045977769446387276,0.428789823382687
120,0.6,1.4,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut120_ak6_ca14.root,ok,,1000,1000,1.0,0.0,0.131,0.010669536072388528,0.131,0.068,0.5265,0.365,998.5224820756005,824.7493817640307,1419.796144250022,0.29796362784395425,0.08497480357065562,0.42911137963639423
260,1.4,1.4,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut260_ak14_ca14.root,ok,,1000,1000,1.0,0.0,0.017,0.004087909000944126,0.017,0.01,0.1775,0.057,1236.171584691347,820.2225298401639,1780.977715306951,0.3886010637053564,0.11293122158566465,0.4292182221744911
240,1.4,1.6,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut240_ak14_ca16.root,ok,,1000,1000,1.0,0.0,0.015,0.003843826218756514,0.015,0.008,0.1755,0.053,1245.8996712265468,877.2232948284759,1849.3376672236689,0.3901254630873201,0.12825725220899686,0.42971543020997477
280,1.6,1.6,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut280_ak16_ca16.root,ok,,1000,1000,1.0,0.0,0.004,0.001995995991979944,0.004,0.002,0.1405,0.036,1279.9728679311456,881.380687044314,1901.1253713079357,0.3983462110067467,0.1295105101886267,0.43034349779986125
160,1.0,1.2,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut160_ak10_ca12.root,ok,,1000,1000,1.0,0.0,0.074,0.00827792244467173,0.074,0.0385,0.278,0.152,1179.417804620021,971.8129824752579,1770.6721854212767,0.3386667556724699,0.06585592567814408,0.430608536134472
100,0.8,1.0,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut100_ak8_ca10.root,ok,,1000,1000,1.0,0.0,0.047,0.006692607862410586,0.047,0.0235,0.351,0.241,1235.7255959645631,971.2896997556034,1862.0223938582392,0.36040877400753435,0.044640483183771104,0.43098133360399066
100,0.4,1.2,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut100_ak4_ca12.root,ok,,1000,1000,1.0,0.0,0.113,0.01001154333756789,0.113,0.0585,0.514,0.355,958.2647827193803,786.0587054689923,1388.0001934168374,0.3140788948956494,0.07584198367767442,0.4312524166237114
100,0.6,0.8,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut100_ak6_ca8.root,ok,,1000,1000,1.0,0.0,0.057,0.007331507348424334,0.057,0.029,0.4705,0.359,1059.4741576792585,903.7803223583838,1684.9460314181645,0.3686572737040123,0.046116298746029516,0.43160468947193814
120,0.8,1.2,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut120_ak8_ca12.root,ok,,1000,1000,1.0,0.0,0.084,0.008771772910877254,0.084,0.042,0.4115,0.27,1104.3806103027252,929.2943193718697,1675.968492681086,0.3380511059065692,0.0639799390191598,0.43248916693684175
100,0.8,1.4,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut100_ak8_ca14.root,ok,,1000,1000,1.0,0.0,0.074,0.00827792244467173,0.074,0.037,0.4075,0.251,1106.8477055951487,932.2538575785223,1705.9447034108027,0.34950194228223525,0.07874502151240201,0.43418671284175014
140,0.8,1.4,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut140_ak8_ca14.root,ok,,1000,1000,1.0,0.0,0.126,0.010493998284733994,0.126,0.0655,0.4525,0.288,1066.5637692877826,883.9770469173269,1527.7879719887394,0.30181548614825393,0.08391336864180352,0.4344718630770322
140,1.0,1.2,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut140_ak10_ca12.root,ok,,1000,1000,1.0,0.0,0.053,0.00708456067798138,0.053,0.0265,0.268,0.151,1200.634911664838,991.5421416233522,1859.5524127953117,0.3614796899285351,0.06117577635784334,0.4345431810950189
240,1.2,1.4,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut240_ak12_ca14.root,ok,,1000,1000,1.0,0.0,0.072,0.008174105455644672,0.072,0.038,0.2025,0.068,1203.1420255694072,810.1260811147862,1634.4050274392073,0.3425526366824055,0.10068638488872544,0.4348668392393462
200,1.4,1.2,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut200_ak14_ca12.root,ok,,1000,1000,1.0,0.0,0.002,0.0014127986409959489,0.002,0.001,0.139,0.057,1374.552897274576,1039.6008555070975,2130.0944952434493,0.3966721258594526,0.04642608844220075,0.4361274155869102
160,1.0,1.6,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut160_ak10_ca16.root,ok,,1000,1000,1.0,0.0,0.11,0.009894442884771228,0.11,0.0565,0.311,0.151,1141.6985600482376,932.4946406190055,1645.000097967261,0.3120374686809413,0.09557819726924899,0.43620732468576506
240,1.2,1.2,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut240_ak12_ca12.root,ok,,1000,1000,1.0,0.0,0.062,0.007626008130076967,0.062,0.0335,0.191,0.068,1222.4320042780255,856.1147437998337,1718.291706396446,0.3526482289318899,0.08390878410995184,0.43689142935969244
100,0.4,1.4,/eos/uscms/store/user/aji/rootfiles_particleTransformer/WbWb_4000_1000_jetPtCut100_ak4_ca14.root,ok,,1000,1000,1.0,0.0,0.13,0.010634848376916336,0.13,0.067,0.529,0.357,945.3507619725233,756.5437585463078,1327.2040084995938,0.30182460992709936,0.09081773539595786,0.437289533729847
